Id,alphabet,Description,Category,Prevalence_20211,Cost_support_20211,Chronic Indicator
a082,a,Adenoviral enteritis,Certain infectious and parasitic diseases,11,0.272727273,a
a4189,a,Other specified sepsis,Certain infectious and parasitic diseases,3839,0.24824173,a
a419,a,"Sepsis, unspecified organism",Certain infectious and parasitic diseases,17464,0.126946862,a
a530,a,"Latent syphilis, unspecified as early or late",Certain infectious and parasitic diseases,87,0.034482759,c
a539,a,"Syphilis, unspecified",Certain infectious and parasitic diseases,131,0.030534351,a
a5424,a,Gonococcal female pelvic inflammatory disease,Certain infectious and parasitic diseases,11,0,a
a549,a,"Gonococcal infection, unspecified",Certain infectious and parasitic diseases,74,0,a
a5611,a,Chlamydial female pelvic inflammatory disease,Certain infectious and parasitic diseases,19,0,a
a6000,a,"Herpesviral infection of urogenital system, unspecified",Certain infectious and parasitic diseases,305,0.019672131,c
a6009,a,Herpesviral infection of other urogenital tract,Certain infectious and parasitic diseases,208,0.009615385,c
b009,b,"Herpesviral infection, unspecified",Certain infectious and parasitic diseases,549,0.030965392,a
b9620,b,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,6466,0.065883081,a
b9710,b,Unspecified enterovirus as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,259,0.057915058,a
b9789,b,Other viral agents as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,705,0.053900709,a
c119,c,"Malignant neoplasm of nasopharynx, unspecified",Neoplasms,30,0.033333333,c
c561,c,Malignant neoplasm of right ovary,Neoplasms,124,0.056451613,c
c562,c,Malignant neoplasm of left ovary,Neoplasms,114,0.052631579,c
c609,c,"Malignant neoplasm of penis, unspecified",Neoplasms,12,0,c
c7a8,c,Other malignant neuroendocrine tumors,Neoplasms,173,0.092485549,c
c7b02,c,Secondary carcinoid tumors of liver,Neoplasms,29,0.103448276,c
c7b03,c,Secondary carcinoid tumors of bone,Neoplasms,10,0,c
c7b04,c,Secondary carcinoid tumors of peritoneum,Neoplasms,10,0.1,c
c7b09,c,Secondary carcinoid tumors of other sites,Neoplasms,15,0,c
c7b8,c,Other secondary neuroendocrine tumors,Neoplasms,91,0.054945055,c
c7800,c,Secondary malignant neoplasm of unspecified lung,Neoplasms,1214,0.034596376,c
c7801,c,Secondary malignant neoplasm of right lung,Neoplasms,640,0.0609375,c
c7802,c,Secondary malignant neoplasm of left lung,Neoplasms,573,0.059336824,c
c786,c,Secondary malignant neoplasm of retroperitoneum and peritoneum,Neoplasms,1168,0.059931507,c
c787,c,Secondary malignant neoplasm of liver and intrahepatic bile duct,Neoplasms,2724,0.045888399,c
c7951,c,Secondary malignant neoplasm of bone,Neoplasms,2866,0.06559665,c
c7961,c,Secondary malignant neoplasm of right ovary,Neoplasms,20,0,c
c7962,c,Secondary malignant neoplasm of left ovary,Neoplasms,21,0.047619048,c
c7971,c,Secondary malignant neoplasm of right adrenal gland,Neoplasms,153,0.058823529,c
c7972,c,Secondary malignant neoplasm of left adrenal gland,Neoplasms,188,0.042553191,c
c8332,c,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",Neoplasms,19,0.157894737,c
c8440,c,"Peripheral T-cell lymphoma, not classified, unspecified site",Neoplasms,17,0.117647059,c
d122,d,Benign neoplasm of ascending colon,Blood and immune disorders ,147,0.068027211,a
d123,d,Benign neoplasm of transverse colon,Blood and immune disorders ,126,0.047619048,a
d132,d,Benign neoplasm of duodenum,Blood and immune disorders ,18,0,a
d135,d,Benign neoplasm of extrahepatic bile ducts,Blood and immune disorders ,19,0.052631579,a
d251,d,Intramural leiomyoma of uterus,Blood and immune disorders ,129,0,a
d252,d,Subserosal leiomyoma of uterus,Blood and immune disorders ,142,0.007042254,a
d259,d,"Leiomyoma of uterus, unspecified",Blood and immune disorders ,1012,0.017786561,a
d333,d,Benign neoplasm of cranial nerves,Blood and immune disorders ,94,0.170212766,c
d61810,d,Antineoplastic chemotherapy induced pancytopenia,Blood and immune disorders ,1972,0.196247465,c
d631,d,Anemia in chronic kidney disease,Blood and immune disorders ,13893,0.091053048,c
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1069,0.049579046,c
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,723,0.146611342,c
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,2200,0.180909091,c
d6959,d,Other secondary thrombocytopenia,Blood and immune disorders ,4603,0.125135781,a
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1353,0.137472284,c
d821,d,Di George's syndrome,Blood and immune disorders ,53,0.20754717,c
d84821,d,Immunodeficiency due to drugs,Blood and immune disorders ,3207,0.144995323,c
d89810,d,Acute graft-versus-host disease,Blood and immune disorders ,41,0.365853659,c
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,74,0.148648649,c
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,81,0.209876543,c
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",41241,0.048665163,c
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",104,0.009615385,c
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",36,0.138888889,c
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",34,0.029411765,c
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",998,0.064128257,c
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",270,0.107407407,c
e1040,e,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified","Endocrine, nutritional and metabolic diseases",401,0.034912718,c
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",435,0.048275862,c
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",551,0.049001815,c
e1052,e,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",58,0.120689655,c
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",219,0.0456621,c
e10628,e,Type 1 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",57,0,c
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",548,0.063868613,c
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",1061,0.049952875,c
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",160,0.05625,c
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",26259,0.075478883,c
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",130,0.069230769,c
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",7672,0.063216893,c
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1367,0.053401609,c
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1683,0.183006536,c
e11621,e,Type 2 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",4015,0.069240349,c
e11628,e,Type 2 diabetes mellitus with other skin complications,"Endocrine, nutritional and metabolic diseases",1127,0.060337178,c
e1165,e,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",25112,0.107239567,c
e1169,e,Type 2 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",2868,0.092747559,c
e119,e,Type 2 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",26255,0.046314988,c
e1322,e,Other specified diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",23,0.043478261,c
e1365,e,Other specified diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",24,0.125,c
e139,e,Other specified diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",40,0.1,c
e230,e,Hypopituitarism,"Endocrine, nutritional and metabolic diseases",226,0.101769912,c
e232,e,Diabetes insipidus,"Endocrine, nutritional and metabolic diseases",242,0.231404959,c
e43,e,Unspecified severe protein-calorie malnutrition,"Endocrine, nutritional and metabolic diseases",8927,0.15357903,c
e6601,e,Morbid (severe) obesity due to excess calories,"Endocrine, nutritional and metabolic diseases",21480,0.076955307,c
e662,e,Morbid (severe) obesity with alveolar hypoventilation,"Endocrine, nutritional and metabolic diseases",2104,0.126901141,c
e673,e,Hypervitaminosis D,"Endocrine, nutritional and metabolic diseases",20,0.05,c
e785,e,"Hyperlipidemia, unspecified","Endocrine, nutritional and metabolic diseases",84479,0.059683472,c
e8319,e,Other disorders of iron metabolism,"Endocrine, nutritional and metabolic diseases",15,0.2,c
e8339,e,Other disorders of phosphorus metabolism,"Endocrine, nutritional and metabolic diseases",8455,0.178119456,c
e8342,e,Hypomagnesemia,"Endocrine, nutritional and metabolic diseases",14585,0.11011313,c
e8359,e,Other disorders of calcium metabolism,"Endocrine, nutritional and metabolic diseases",151,0.079470199,c
e840,e,Cystic fibrosis with pulmonary manifestations,"Endocrine, nutritional and metabolic diseases",55,0.181818182,c
e8419,e,Cystic fibrosis with other intestinal manifestations,"Endocrine, nutritional and metabolic diseases",23,0.043478261,c
e848,e,Cystic fibrosis with other manifestations,"Endocrine, nutritional and metabolic diseases",52,0.230769231,c
e854,e,Organ-limited amyloidosis,"Endocrine, nutritional and metabolic diseases",235,0.072340426,c
e8581,e,Light chain (AL) amyloidosis,"Endocrine, nutritional and metabolic diseases",38,0.105263158,c
e860,e,Dehydration,"Endocrine, nutritional and metabolic diseases",26962,0.042022105,a
e870,e,Hyperosmolality and hypernatremia,"Endocrine, nutritional and metabolic diseases",7622,0.37969037,a
e871,e,Hypo-osmolality and hyponatremia,"Endocrine, nutritional and metabolic diseases",40771,0.110863113,a
e872,e,Acidosis,"Endocrine, nutritional and metabolic diseases",33407,0.129942826,a
e875,e,Hyperkalemia,"Endocrine, nutritional and metabolic diseases",15553,0.134314923,a
e876,e,Hypokalemia,"Endocrine, nutritional and metabolic diseases",41546,0.085062341,a
e890,e,Postprocedural hypothyroidism,"Endocrine, nutritional and metabolic diseases",2687,0.043915147,c
e891,e,Postprocedural hypoinsulinemia,"Endocrine, nutritional and metabolic diseases",40,0.25,c
f0280,f,Dementia in other diseases classified elsewhere without behavioral disturbance,Mental and behavioural disorders,3442,0.035735038,c
f1014,f,Alcohol abuse with alcohol-induced mood disorder,Mental and behavioural disorders,29,0.034482759,c
f10180,f,Alcohol abuse with alcohol-induced anxiety disorder,Mental and behavioural disorders,27,0.037037037,c
f11121,f,Opioid abuse with intoxication delirium,Mental and behavioural disorders,12,0,c
f1123,f,Opioid dependence with withdrawal,Mental and behavioural disorders,5024,0.00955414,c
f1219,f,Cannabis abuse with unspecified cannabis-induced disorder,Mental and behavioural disorders,13,0,c
f1310,f,"Sedative, hypnotic or anxiolytic abuse, uncomplicated",Mental and behavioural disorders,612,0.022875817,c
f1510,f,"Other stimulant abuse, uncomplicated",Mental and behavioural disorders,7988,0.03104657,c
