Id,alphabet,Description,Category,Prevalence_20211,Cost_support_20211,Chronic Indicator
a082,a,Adenoviral enteritis,Certain infectious and parasitic diseases,11.0,0.272727272727273,a
a4189,a,Other specified sepsis,Certain infectious and parasitic diseases,3839.0,0.24824172961708801,a
a419,a,"Sepsis, unspecified organism",Certain infectious and parasitic diseases,17464.0,0.126946862116354,a
a530,a,"Latent syphilis, unspecified as early or late",Certain infectious and parasitic diseases,87.0,0.0344827586206897,c
a539,a,"Syphilis, unspecified",Certain infectious and parasitic diseases,131.0,0.0305343511450382,a
a5424,a,Gonococcal female pelvic inflammatory disease,Certain infectious and parasitic diseases,11.0,0.0,a
a549,a,"Gonococcal infection, unspecified",Certain infectious and parasitic diseases,74.0,0.0,a
a5611,a,Chlamydial female pelvic inflammatory disease,Certain infectious and parasitic diseases,19.0,0.0,a
a6000,a,"Herpesviral infection of urogenital system, unspecified",Certain infectious and parasitic diseases,305.0,0.019672131147541003,c
a6009,a,Herpesviral infection of other urogenital tract,Certain infectious and parasitic diseases,208.0,0.009615384615384621,c
b009,b,"Herpesviral infection, unspecified",Certain infectious and parasitic diseases,549.0,0.0309653916211293,a
b9620,b,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,6466.0,0.0658830807299722,a
b9710,b,Unspecified enterovirus as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,259.0,0.0579150579150579,a
b9789,b,Other viral agents as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,705.0,0.0539007092198582,a
c119,c,"Malignant neoplasm of nasopharynx, unspecified",Neoplasms,30.0,0.0333333333333333,c
c561,c,Malignant neoplasm of right ovary,Neoplasms,124.0,0.0564516129032258,c
c562,c,Malignant neoplasm of left ovary,Neoplasms,114.0,0.0526315789473684,c
c609,c,"Malignant neoplasm of penis, unspecified",Neoplasms,12.0,0.0,c
c7a8,c,Other malignant neuroendocrine tumors,Neoplasms,173.0,0.09248554913294801,c
c7b02,c,Secondary carcinoid tumors of liver,Neoplasms,29.0,0.103448275862069,c
c7b03,c,Secondary carcinoid tumors of bone,Neoplasms,10.0,0.0,c
c7b04,c,Secondary carcinoid tumors of peritoneum,Neoplasms,10.0,0.1,c
c7b09,c,Secondary carcinoid tumors of other sites,Neoplasms,15.0,0.0,c
c7b8,c,Other secondary neuroendocrine tumors,Neoplasms,91.0,0.0549450549450549,c
c7800,c,Secondary malignant neoplasm of unspecified lung,Neoplasms,1214.0,0.0345963756177924,c
c7801,c,Secondary malignant neoplasm of right lung,Neoplasms,640.0,0.0609375,c
c7802,c,Secondary malignant neoplasm of left lung,Neoplasms,573.0,0.0593368237347295,c
c786,c,Secondary malignant neoplasm of retroperitoneum and peritoneum,Neoplasms,1168.0,0.0599315068493151,c
c787,c,Secondary malignant neoplasm of liver and intrahepatic bile duct,Neoplasms,2724.0,0.0458883994126285,c
