Id,alphabet,Description,Category,Prevalence_20201,Cost_support_20201,Chronic Indicator
a419,a,"Sepsis, unspecified organism",Certain infectious and parasitic diseases,17062,0.134861095,a
a528,a,"Late syphilis, latent",Certain infectious and parasitic diseases,42,0.095238095,c
a530,a,"Latent syphilis, unspecified as early or late",Certain infectious and parasitic diseases,61,0.06557377,c
a549,a,"Gonococcal infection, unspecified",Certain infectious and parasitic diseases,48,0.020833333,a
a6000,a,"Herpesviral infection of urogenital system, unspecified",Certain infectious and parasitic diseases,411,0.0243309,c
b009,b,"Herpesviral infection, unspecified",Certain infectious and parasitic diseases,565,0.031858407,a
b9620,b,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,6447,0.064836358,a
b9710,b,Unspecified enterovirus as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,355,0.076056338,a
b9789,b,Other viral agents as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,1147,0.069747167,a
c3481,c,Malignant neoplasm of overlapping sites of right bronchus and lung,Neoplasms,14,0,c
c3482,c,Malignant neoplasm of overlapping sites of left bronchus and lung,Neoplasms,11,0.090909091,c
c3490,c,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Neoplasms,1468,0.060626703,c
c561,c,Malignant neoplasm of right ovary,Neoplasms,96,0.104166667,c
c562,c,Malignant neoplasm of left ovary,Neoplasms,97,0.041237113,c
c6921,c,Malignant neoplasm of right retina,Neoplasms,11,0,c
c6922,c,Malignant neoplasm of left retina,Neoplasms,11,0,c
c7490,c,Malignant neoplasm of unspecified part of unspecified adrenal gland,Neoplasms,40,0.375,c
c7a012,c,Malignant carcinoid tumor of the ileum,Neoplasms,10,0.1,c
c7a090,c,Malignant carcinoid tumor of the bronchus and lung,Neoplasms,16,0.125,c
c7a1,c,Malignant poorly differentiated neuroendocrine tumors,Neoplasms,46,0.02173913,c
c7a8,c,Other malignant neuroendocrine tumors,Neoplasms,157,0.082802548,c
c7b02,c,Secondary carcinoid tumors of liver,Neoplasms,25,0.04,c
c7b09,c,Secondary carcinoid tumors of other sites,Neoplasms,16,0.125,c
c7b8,c,Other secondary neuroendocrine tumors,Neoplasms,98,0.06122449,c
c7800,c,Secondary malignant neoplasm of unspecified lung,Neoplasms,1150,0.045217391,c
c7801,c,Secondary malignant neoplasm of right lung,Neoplasms,633,0.06793049,c
c7802,c,Secondary malignant neoplasm of left lung,Neoplasms,596,0.080536913,c
c786,c,Secondary malignant neoplasm of retroperitoneum and peritoneum,Neoplasms,1012,0.077075099,c
c787,c,Secondary malignant neoplasm of liver and intrahepatic bile duct,Neoplasms,2508,0.055821372,c
c7901,c,Secondary malignant neoplasm of right kidney and renal pelvis,Neoplasms,28,0.071428571,c
c7902,c,Secondary malignant neoplasm of left kidney and renal pelvis,Neoplasms,35,0.114285714,c
c7931,c,Secondary malignant neoplasm of brain,Neoplasms,1219,0.06316653,c
c7951,c,Secondary malignant neoplasm of bone,Neoplasms,3011,0.068747924,c
c7952,c,Secondary malignant neoplasm of bone marrow,Neoplasms,69,0.144927536,c
c7961,c,Secondary malignant neoplasm of right ovary,Neoplasms,28,0.178571429,c
c7962,c,Secondary malignant neoplasm of left ovary,Neoplasms,23,0.173913043,c
c7971,c,Secondary malignant neoplasm of right adrenal gland,Neoplasms,132,0.083333333,c
c7972,c,Secondary malignant neoplasm of left adrenal gland,Neoplasms,179,0.055865922,c
c8350,c,"Lymphoblastic (diffuse) lymphoma, unspecified site",Neoplasms,19,0.157894737,c
d122,d,Benign neoplasm of ascending colon,Blood and immune disorders ,149,0.033557047,a
d123,d,Benign neoplasm of transverse colon,Blood and immune disorders ,144,0.034722222,a
d125,d,Benign neoplasm of sigmoid colon,Blood and immune disorders ,120,0.041666667,a
d252,d,Subserosal leiomyoma of uterus,Blood and immune disorders ,121,0.024793388,a
d259,d,"Leiomyoma of uterus, unspecified",Blood and immune disorders ,981,0.0254842,a
d4709,d,Other mast cell neoplasms of uncertain behavior,Blood and immune disorders ,14,0,a
d5740,d,Sickle-cell thalassemia without crisis,Blood and immune disorders ,15,0.066666667,c
d61810,d,Antineoplastic chemotherapy induced pancytopenia,Blood and immune disorders ,1813,0.212355212,c
d631,d,Anemia in chronic kidney disease,Blood and immune disorders ,13068,0.097183961,c
d6481,d,Anemia due to antineoplastic chemotherapy,Blood and immune disorders ,1149,0.045256745,c
d6832,d,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Blood and immune disorders ,542,0.143911439,c
d684,d,Acquired coagulation factor deficiency,Blood and immune disorders ,1754,0.180159635,c
d709,d,"Neutropenia, unspecified",Blood and immune disorders ,1096,0.105839416,c
d89811,d,Chronic graft-versus-host disease,Blood and immune disorders ,90,0.077777778,c
d89813,d,"Graft-versus-host disease, unspecified",Blood and immune disorders ,86,0.197674419,c
e038,e,Other specified hypothyroidism,"Endocrine, nutritional and metabolic diseases",226,0.097345133,c
e039,e,"Hypothyroidism, unspecified","Endocrine, nutritional and metabolic diseases",40337,0.050648288,c
e0580,e,Other thyrotoxicosis without thyrotoxic crisis or storm,"Endocrine, nutritional and metabolic diseases",94,0.053191489,c
e0865,e,Diabetes mellitus due to underlying condition with hyperglycemia,"Endocrine, nutritional and metabolic diseases",35,0.2,c
e089,e,Diabetes mellitus due to underlying condition without complications,"Endocrine, nutritional and metabolic diseases",33,0.090909091,c
e1022,e,Type 1 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",896,0.075892857,c
e10319,e,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, nutritional and metabolic diseases",247,0.060728745,c
e1042,e,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",423,0.061465721,c
e1043,e,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",529,0.058601134,c
e10621,e,Type 1 diabetes mellitus with foot ulcer,"Endocrine, nutritional and metabolic diseases",224,0.071428571,c
e10649,e,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, nutritional and metabolic diseases",492,0.077235772,c
e1065,e,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, nutritional and metabolic diseases",946,0.066596195,c
e1069,e,Type 1 diabetes mellitus with other specified complication,"Endocrine, nutritional and metabolic diseases",145,0.075862069,c
e109,e,Type 1 diabetes mellitus without complications,"Endocrine, nutritional and metabolic diseases",387,0.023255814,c
e1122,e,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, nutritional and metabolic diseases",24634,0.081513356,c
e1139,e,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, nutritional and metabolic diseases",161,0.074534161,c
e1142,e,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, nutritional and metabolic diseases",7598,0.067122927,c
e1143,e,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, nutritional and metabolic diseases",1292,0.062693498,c
e1152,e,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, nutritional and metabolic diseases",1501,0.175882745,c
