Source,Target,Weight20192
i69122,i69151,0.3004
i69122,i69154,0.2237
i69122,i69191,0.4307
i69122,i69192,0.5032
i69122,i69198,0.235
i69128,i69192,0.1601
i69151,i69191,0.3242
i69151,i69192,0.1946
i69151,i69198,0.2719
i69154,i69191,0.2871
i69154,i69192,0.2446
i69154,i69198,0.1769
i69191,i69192,0.3101
i69191,i69198,0.29600000000000004
i69192,i69198,0.1576
i69218,i69291,0.3293
i69219,i69220,0.2035
i69219,i69251,0.2084
i69219,i69291,0.2774
i69219,i69298,0.1524
i69220,i69251,0.3614
i69220,i69298,0.1783
i69254,i69291,0.1997
i69310,i69311,0.28
i69310,i69312,0.2924
i69310,i69314,0.675
i69311,i69312,0.2097
i69311,i69314,0.3365
i69311,i69318,0.1968
i69312,i69314,0.2832
i69312,i69318,0.1507
i69318,i69393,0.1938
i69319,i69320,0.1553
i69319,i69322,0.2166
i69319,i69391,0.239
i69319,i69392,0.179
i69319,i69398,0.1513
i69320,i69322,0.2408
i69320,i69351,0.3088
i69320,i69391,0.2997
i69320,i69392,0.1725
i69320,i69398,0.158
i69322,i69351,0.1885
i69322,i69354,0.1535
i69322,i69391,0.4074
i69322,i69392,0.3676
i69322,i69398,0.1926
i69351,i69391,0.2023
i69354,i69391,0.1666
i69391,i69392,0.2971
i69391,i69398,0.1731
i69391,r1312,0.1518
i69919,i69922,0.1725
i69920,i69951,0.1786
i70238,i70248,0.2956
i70239,i70249,0.2353
i724,t81718a,0.1883
i7300,m349,0.2033
i743,i998,0.1637
i788,i97130,0.1599
i82211,i82221,0.1931
i82220,i82423,0.1562
i82411,i82431,0.3735
i82412,i82432,0.3834
i82413,i82433,0.3663
i82431,i82441,0.2664
i82432,i82442,0.2387
i82433,i82443,0.2447
i82441,i82451,0.196
i82442,i82452,0.2583
i82443,i82493,0.1768
i82511,i82531,0.3518
i82512,i82532,0.4222
i82513,i82533,0.3037
i82531,i82541,0.1614
i82621,i82b11,0.1615
i82622,i82b12,0.1645
i82a11,i82b11,0.3046
i82a12,i82b12,0.28600000000000003
i82b11,i82c11,0.1596
i82b12,i82c12,0.1608
i83009,l97909,0.2296
i83013,i83023,0.1843
i83013,l97312,0.1579
i83018,i83028,0.4999
i83018,l97819,0.2324
i83019,i83029,0.4878
i83028,l97829,0.2035
i8311,i8312,0.7462
i83218,i83228,0.6027
i83228,l97821,0.1551
i83228,l97822,0.1504
i8510,k3189,0.2052
i8510,k7031,0.2139
i8510,k7290,0.1566
i8510,k766,0.261
i8511,k3189,0.2037
j0110,j0120,0.2857
j189,j440,0.2696
j189,j441,0.1657
j189,j9601,0.2108
j189,j9621,0.1533
j209,j440,0.1813
j321,j322,0.2319
j322,j323,0.2443
j342,j343,0.2393
j440,j441,0.4157
j440,j9621,0.2455
j440,z9981,0.1888
j441,j9621,0.3346
j441,j9622,0.1577
j441,z9981,0.3034
j449,z87891,0.1595
j449,z9981,0.2025
j470,j471,0.225
j690,j9601,0.198
j690,r6521,0.1672
j690,z515,0.1501
j705,t59811a,0.4064
j850,j851,0.2033
j853,j9851,0.2615
j90,j9811,0.19
j954,t410x5a,0.285
j9601,n179,0.1844
j9601,r6521,0.1518
j9601,z515,0.153
j9601,z66,0.204
j9611,z9981,0.2147
j9621,j9622,0.3215
j9621,z9981,0.415
k029,k047,0.2655
k041,k122,0.1592
k122,l0201,0.2153
k122,l0211,0.1562
k122,m272,0.1786
k219,n179,0.1574
k219,z7901,0.1516
k219,z7982,0.2177
k219,z79899,0.2266
k219,z87891,0.2517
k311,k315,0.1663
k3189,k7031,0.1647
k3189,k766,0.3587
k435,z433,0.1568
k50012,k50013,0.1613
k50113,k50114,0.3041
k50812,k50813,0.1819
k50913,k50914,0.17300000000000001
k521,t3695xa,0.2564
k5730,k648,0.1773
k5901,r530,0.314
k5903,t402x5a,0.521
k5903,t40605a,0.2735
k592,n319,0.2185
k635,k648,0.1782
k644,k648,0.2012
k6812,m4626,0.171
k7010,k8520,0.1562
k7011,k7031,0.1756
k7011,k7040,0.1552
k7030,k766,0.1747
k7031,k7040,0.1888
k7031,k7290,0.2361
k7031,k766,0.3284
k7031,k767,0.1715
k7200,r570,0.188
k7290,k7460,0.1587
k7290,k766,0.2741
k745,q442,0.2076
k7460,k7581,0.1719
k7460,k766,0.2201
k7460,r188,0.2562
k7469,k7581,0.18899999999999997
k7581,k766,0.1548
k766,r188,0.2181
k8000,k82a1,0.1722
k8309,k831,0.1725
k831,o2662,0.2262
k8590,k861,0.163
l0201,l03211,0.2169
l0211,l03221,0.2816
l02211,l03311,0.2532
l02212,l03312,0.2399
l02213,l03313,0.2033
l02214,l03314,0.3223
l02215,l03315,0.221
l0231,l03317,0.3855
l02411,l03111,0.3435
l02412,l03112,0.4795
l02413,l02414,0.18899999999999997
l02413,l03113,0.2096
l02414,l03114,0.2403
l02511,l03011,0.2746
l02512,l03012,0.2529
l02611,m86171,0.1622
l02612,l97529,0.1707
l02612,m86172,0.1809
l02811,l03811,0.2338
l03115,l03116,0.2552
l03115,l97519,0.1549
l22,p375,0.2012
l233,t490x5a,0.4159
l270,t361x5a,0.1767
l270,t368x5a,0.1794
l89154,m4628,0.2975
l89210,l89220,0.179
l89212,l89222,0.2217
l89213,l89223,0.3056
l89214,l89224,0.3746
l89216,l89896,0.1554
l89219,l89229,0.2496
l89310,l89320,0.4795
l89311,l89321,0.4877
l89312,l89322,0.4888
l89313,l89323,0.4285
l89314,l89324,0.3758
l89316,l89326,0.3889
l89319,l89329,0.4419
l89519,l89529,0.3551
l89610,l89620,0.3333
l89611,l89621,0.5712
l89612,l89622,0.2732
l89613,l89623,0.2641
l89614,l89624,0.3263
l89616,l89626,0.3088
l89616,l89896,0.1957
l89619,l89629,0.4252
l910,o9972,0.1742
l97211,l97221,0.1847
l97219,l97229,0.1935
l97222,l97922,0.1644
l97312,l97322,0.1753
l97319,l97329,0.1818
l97419,l97429,0.1731
l97511,l97521,0.1526
l97512,l97522,0.1559
l97519,l97529,0.2085
l97519,m86171,0.1796
l97529,m86172,0.1675
l97811,l97821,0.4071
l97812,l97822,0.3508
l97818,l97828,0.3946
l97819,l97829,0.3763
l97911,l97921,0.5193
l97912,l97922,0.2151
l97919,l97929,0.4923
l987,m6208,0.1655
m00061,t8453xa,0.1942
m00811,m65811,0.1886
m10071,m10072,0.1509
m13811,m13812,0.1667
m13861,m13862,0.4995
m14671,m14672,0.3391
m1612,z96641,0.1521
m1652,s72002s,0.1807
m1712,z96651,0.1522
m19011,m75101,0.1773
m19012,m75102,0.1659
m19021,m19022,0.2263
m19031,m19032,0.2331
m19041,m19042,0.7879
m19071,m19072,0.2329
m19171,m24571,0.2209
m19171,m25371,0.2073
m2011,m2012,0.3631
m2011,m2041,0.2021
m2011,m21611,0.251
m2041,m2042,0.2935
m21161,m21162,0.1817
m21161,m24561,0.1658
m21171,m21172,0.1661
m21371,m21372,0.2181
m2141,m2142,0.4225
m21611,m21612,0.3313
m2242,s83242a,0.1589
m238x1,m238x2,0.3029
m24511,m24512,0.2481
m24512,m75112,0.1657
m24541,m24542,0.5249
m24551,m24552,0.3908
m24551,m24561,0.1741
m24552,m24561,0.1749
m24552,m24562,0.18100000000000002
m24561,m24562,0.3651
m24571,m24572,0.285
m24571,m25371,0.17300000000000001
m24571,m65871,0.2078
m25471,m25472,0.2349
m25511,m25512,0.1715
m25541,m25542,0.4385
m25561,m25562,0.2753
m25571,m25572,0.15
m25611,m7521,0.1538
m25612,m7522,0.2059
m25751,m94251,0.2325
m25811,m25812,0.2675
m25851,m25852,0.3041
m2602,m2603,0.4972
m2602,m2604,0.1754
m2602,m264,0.2714
m2603,m264,0.2085
m2604,m2609,0.1874
m300,m3131,0.1639
m4124,m4125,0.3475
m4124,m4126,0.2386
m4316,m4726,0.2059
m4316,m48061,0.245
m4316,m48062,0.3495
m4316,m5116,0.2429
m4316,m5416,0.2523
m4317,m4807,0.2459
m4317,m5117,0.1883
m4622,m4642,0.3656
m4624,m4644,0.4104
m4625,m4645,0.3589
m4626,m4646,0.4476
m4627,m4647,0.3123
m4712,m4722,0.2564
m4712,m4802,0.2064
m4726,m48062,0.2058
m4726,m5116,0.2695
m4727,m4807,0.1579
m4727,m5117,0.1854
m4802,m5412,0.154
m48061,m5116,0.2318
m48061,m5416,0.2008
m48062,m5116,0.2245
m48062,m5416,0.1806
m4807,m5117,0.3139
m4854xa,m4856xa,0.1705
m4854xd,m4856xd,0.1919
m5001,m5011,0.1608
m50021,m50121,0.2781
m50022,m50023,0.1543
m50022,m50122,0.2895
m50023,m50123,0.3508
m50321,m50323,0.1672
m5104,m5114,0.1994
m5114,m5115,0.1754
m5431,m5432,0.1867
m5441,m5442,0.3704
m60074,m65172,0.1811
m62461,m62462,0.4757
m62561,m62562,0.6975
m7071,m7072,0.3304
m7501,m7502,0.1829
m75121,m7521,0.1642
m7542,m7552,0.3214
m7661,m7662,0.1903
m79604,m79605,0.3064
m79641,m79642,0.2046
m79651,m79652,0.20199999999999999
m79661,m79662,0.2614
m79671,m79672,0.2396
m85851,m85852,0.1589
m86162,t84623a,0.203
m86651,m86652,0.212
m87252,s72002s,0.1644
m87851,m87852,0.1705
m89551,t84050a,0.1737
m89551,t84060a,0.2281
m90551,m90552,0.3177
m960,t84226a,0.1851
m9701xd,s72111d,0.2058
m9711xa,s72401a,0.1549
m9711xd,s72401d,0.1753
n138,n401,0.2864
n141,t508x5a,0.5817
n170,r6521,0.23399999999999999
n179,n189,0.1554
n179,n390,0.1653
n179,z66,0.1818
n179,z7901,0.1699
n179,z794,0.207
n179,z7982,0.2151
n179,z79899,0.2046
n179,z87891,0.2069
n186,n2581,0.1505
n186,z794,0.1665
n186,z992,0.8873
n2581,z992,0.152
n401,r338,0.5856
n433,n5089,0.1583
n50811,n50812,0.2161
n762,n764,0.3317
n801,n803,0.3333
n803,n805,0.2282
n805,n808,0.2457
n8110,n816,0.2386
n8301,n8302,0.2936
n83201,n83202,0.177
n83209,o3483,0.1584
n83291,n83292,0.1752
n838,o3483,0.1825
n858,o34211,0.2596
n858,z302,0.1695
n895,o3463,0.1733
n896,o3463,0.2635
o00102,o081,0.3529
o021,z3a17,0.2143
o021,z3a18,0.1761
o1002,o114,0.2148
o1092,o114,0.172
o1093,o115,0.23199999999999998
o211,o99281,0.1513
o2301,o26831,0.1534
o2301,o98811,0.2857
o2301,o99311,0.1589
o2302,o98812,0.1633
o2302,o99012,0.2268
o24011,o3481,0.1725
o24011,o99341,0.1506
o26831,o99111,0.2039
o26831,o99211,0.1581
o26872,o30042,0.1829
o26872,o3432,0.2994
o26872,o6002,0.2179
o26891,o99011,0.1571
o26891,o99281,0.2164
o26891,o99321,0.1587
o26891,o99341,0.1775
o26891,z3a01,0.157
o26891,z3a11,0.1833
o26892,o99282,0.1623
o26892,z3a20,0.1522
o26893,z6711,0.2884
o26893,z6741,0.3222
o26893,z6791,0.2045
o30033,o321xx2,0.1638
o30033,o365931,0.1694
o30033,z372,0.2331
o30042,o6002,0.1848
o30043,o321xx1,0.1585
o30043,o321xx2,0.2621
o30043,z372,0.6956
o321xx1,o321xx2,0.2985
o321xx1,o322xx2,0.1663
o321xx1,z372,0.1957
o321xx2,z372,0.2958
o322xx1,o322xx2,0.2809
o322xx2,o365931,0.1795
o328xx1,o328xx2,0.1943
o3403,q513,0.6619
o34211,o99214,0.1607
o34211,z302,0.3042
o34211,z370,0.1503
o34211,z3a39,0.1877
o3432,o6012x0,0.1627
o3432,z3a23,0.1655
o3463,o655,0.1943
o364xx0,z371,0.6236
o365920,o4102x0,0.198
o365931,o365932,0.2585
o365931,o6014x2,0.1521
o42912,o6012x0,0.1539
o480,o701,0.1533
o480,o770,0.1706
o480,z3a40,0.3305
o480,z3a41,0.4571
o6002,z3a24,0.1707
o6002,z3a27,0.2189
o6003,z3a33,0.1634
o6014x0,z3a34,0.152
o6014x0,z3a35,0.2009
o6014x0,z3a36,0.2336
o6014x1,o6014x2,0.6626
o665,o7581,0.2014
o6981x0,o700,0.16699999999999998
o6981x0,o701,0.1901
o6981x0,o76,0.168
o6981x0,o99824,0.1625
o6981x0,z370,0.2032
o6981x0,z3a38,0.1532
o6981x0,z3a39,0.1891
o6981x0,z3a40,0.1738
o6981x1,o6981x2,0.2026
o700,o99824,0.1635
o700,z370,0.1785
o700,z3a39,0.1554
o700,z3a40,0.1743
o701,o76,0.1536
o701,o99824,0.1662
o701,z370,0.2152
o701,z3a38,0.1569
o701,z3a39,0.1859
o701,z3a40,0.2256
o721,o9081,0.1604
o723,o751,0.2081
o76,o770,0.1794
o76,o9902,0.1664
o76,o99214,0.1832
o76,o99824,0.1561
o76,z370,0.1875
o76,z3a40,0.191
o770,z3a40,0.1736
o80,z370,0.2118
o80,z3a38,0.1781
o80,z3a39,0.2408
o80,z3a40,0.1615
o8600,o8609,0.1811
o8601,o900,0.1905
o904,o99285,0.1806
o98811,o99411,0.1861
o99011,o99281,0.2479
o99011,o99321,0.1679
o99011,o99331,0.1851
o99011,o99341,0.1711
o99011,o99411,0.1654
o99011,o99511,0.1505
o99011,z3a01,0.2
o99012,o99212,0.1615
o99012,o99282,0.2589
o99012,o99322,0.1793
o99012,o99342,0.1919
o99012,o99352,0.154
o99013,o99283,0.1694
o9902,o99214,0.1609
o99111,o99211,0.1923
o99111,o99411,0.2285
o99112,o99412,0.2217
o99112,o99512,0.1851
o99211,o99341,0.1636
o99211,o99611,0.2496
o99212,o99282,0.1922
o99212,o99342,0.1944
o99214,o99824,0.1644
o99214,z370,0.1722
o99214,z3a39,0.1619
o99215,o99285,0.1716
o99281,o99321,0.2099
o99281,o99331,0.1548
o99281,o99341,0.2119
o99281,o99611,0.2477
o99281,z3a01,0.3214
o99281,z3a08,0.1797
o99281,z3a09,0.1564
o99282,o99322,0.1833
o99282,o99342,0.1964
o99282,o99512,0.2103
o99282,o99612,0.1603
o99285,o9943,0.2114
o99285,o9953,0.2292
o99321,o99331,0.4587
o99321,o99341,0.3159
o99321,o99611,0.1789
o99321,z3a01,0.2325
o99321,z3a12,0.1523
o99322,o99332,0.4796
o99322,o99342,0.2344
o99323,o99333,0.2974
o99324,o99334,0.2935
o99325,o99335,0.3875
o99331,o99341,0.3596
o99331,o99351,0.2395
o99331,o99511,0.1789
o99331,z3a01,0.23199999999999998
o99331,z3a08,0.1523
o99332,o99342,0.2496
o99333,o99343,0.1778
o99340,o99519,0.1897
o99340,o99619,0.1757
o99341,o99351,0.1966
o99341,o99511,0.1547
o99341,o99611,0.2449
o99341,z3a01,0.2758
o99341,z3a08,0.1522
o99342,o99352,0.1925
o99342,o99512,0.1959
o99342,o99612,0.1803
o99342,z3a24,0.1975
o99342,z3a27,0.1507
o99343,o99353,0.212
o99343,o99513,0.2258
o99343,o99613,0.1578
o99344,o9952,0.1738
o99351,o99411,0.1699
o99351,o99611,0.1868
o99351,o9a211,0.1754
o99351,z3a01,0.1528
o99352,o99612,0.1618
o99353,o99513,0.1542
o99353,o99613,0.1846
o99355,o9943,0.204
o99411,o9a211,0.1762
o9943,o9953,0.1756
o99511,z3a11,0.1577
o99511,z3a13,0.1865
